zip,market,tier,state,lat,lng
74935,"Non-compliant",nc,OK,34.9537,-94.8998
27892,"Out of Coverage",ooc,NC,35.8212,-77.1022
77326,"Out of Coverage",ooc,TX,30.5209,-94.8221
64650,"Non-compliant",nc,MO,39.6508,-94.0827
61553,"Out of Coverage",ooc,IL,40.6259,-90.0323
67213,"Non-compliant",nc,KS,37.6680,-97.3591
40702,"Out of Coverage",ooc,KY,36.9374,-84.1031
31774,"Out of Coverage",ooc,GA,31.5929,-83.2565
02061,"Non-compliant",nc,MA,42.1596,-70.8217
24415,"Non-compliant",nc,VA,37.9285,-79.3192
19898,"Non-compliant",nc,DE,39.7459,-75.5466
62378,"Out of Coverage",ooc,IL,39.8883,-90.6741
32322,"Out of Coverage",ooc,FL,29.8692,-84.6358
45618,"Out of Coverage",ooc,OH,38.8922,-83.6218
07723,"Out of Coverage",ooc,NJ,40.2506,-74.0020
52069,"Non-compliant",nc,IA,42.0539,-90.3954
71674,"Non-compliant",nc,AR,33.8907,-91.2815
10980,"Non-compliant",nc,NY,41.2292,-73.9962
48391,"Non-compliant",nc,MI,42.5378,-83.4810
26855,"Non-compliant",nc,WV,38.9512,-79.2783
12974,"Non-compliant",nc,NY,44.0465,-73.4705
55376,"Non-compliant",nc,MN,45.2064,-93.6593
30448,"Out of Coverage",ooc,GA,32.4759,-82.3726
14201,"Non-compliant",nc,NY,42.8967,-78.8846
98240,"Non-compliant",nc,WA,48.9374,-122.6226
10530,"Non-compliant",nc,NY,41.0197,-73.8074
77840,"Out of Coverage",ooc,TX,30.6045,-96.3123
72585,"Non-compliant",nc,AR,36.1865,-92.0088
39479,"Non-compliant",nc,MS,31.5285,-89.4816
67132,"Non-compliant",nc,KS,37.7960,-96.6482
50108,"Non-compliant",nc,IA,40.8137,-93.9544
35980,"Non-compliant",nc,AL,34.1900,-86.3173
19072,"Non-compliant",nc,PA,40.0177,-75.2594
21676,"Non-compliant",nc,MD,38.7846,-76.3001
21607,"Non-compliant",nc,MD,39.1299,-75.8601
61468,"Out of Coverage",ooc,IL,41.2525,-90.3876
14867,"Non-compliant",nc,NY,42.3621,-76.5920
80622,"Non-compliant",nc,CO,40.5378,-104.4585
61368,"Out of Coverage",ooc,IL,41.2891,-89.5080
46563,"Non-compliant",nc,IN,41.3530,-86.3015
18035,"Non-compliant",nc,PA,40.7510,-75.5394
68922,"Non-compliant",nc,NE,40.3027,-99.8997
84713,"Non-compliant",nc,UT,38.2807,-112.6299
79345,"Out of Coverage",ooc,TX,33.3321,-102.2492
76943,"Out of Coverage",ooc,TX,30.7164,-101.2388
33803,"Out of Coverage",ooc,FL,28.0140,-81.9523
64641,"Non-compliant",nc,MO,40.1440,-93.3953
15923,"Non-compliant",nc,PA,40.3673,-79.1605
13680,"Non-compliant",nc,NY,44.5943,-75.3237
62358,"Out of Coverage",ooc,IL,40.5978,-91.2991
69358,"Non-compliant",nc,NE,41.9681,-103.9182
81120,"Non-compliant",nc,CO,37.0855,-106.0379
16701,"Non-compliant",nc,PA,41.9547,-78.6540
27571,"Out of Coverage",ooc,NC,35.9156,-78.4658
54124,"Non-compliant",nc,WI,44.9018,-88.3242
32356,"Out of Coverage",ooc,FL,29.8539,-83.4421
12062,"Non-compliant",nc,NY,42.5352,-73.4984
85118,"Out of Coverage",ooc,AZ,33.3284,-111.3502
81135,"Non-compliant",nc,CO,37.5756,-106.0970
97467,"Non-compliant",nc,OR,43.7023,-124.0968
12952,"Non-compliant",nc,NY,44.7255,-73.9195
44439,"Out of Coverage",ooc,OH,41.4584,-80.9551
54486,"Non-compliant",nc,WI,44.7299,-89.0569
33760,"Out of Coverage",ooc,FL,27.9004,-82.7152
70036,"Non-compliant",nc,LA,29.6964,-90.1122
70874,"Non-compliant",nc,LA,30.5902,-91.2054
28622,"Out of Coverage",ooc,NC,36.1646,-81.9639
48113,"Non-compliant",nc,MI,42.2535,-83.8366
47264,"Non-compliant",nc,IN,38.9526,-86.2750
59733,"Non-compliant",nc,MT,46.5900,-112.9706
06063,"Out of Coverage",ooc,CT,41.9293,-72.9140
18465,"Non-compliant",nc,PA,41.8340,-75.5342
35449,"Non-compliant",nc,AL,33.1359,-87.3384
44617,"Out of Coverage",ooc,OH,40.5071,-81.7829
51343,"Non-compliant",nc,IA,43.0333,-95.0582
14711,"Non-compliant",nc,NY,42.3200,-78.0943
23681,"Non-compliant",nc,VA,37.0727,-76.3899
66422,"Non-compliant",nc,KS,39.3048,-96.0593
79739,"Out of Coverage",ooc,TX,31.8491,-101.5269
51444,"Non-compliant",nc,IA,42.0048,-94.9731
12441,"Non-compliant",nc,NY,42.1443,-74.4899
68465,"Non-compliant",nc,NE,40.4821,-96.9757
78578,"Out of Coverage",ooc,TX,26.0539,-97.3125
40063,"Out of Coverage",ooc,KY,37.5795,-85.3551
18657,"Non-compliant",nc,PA,41.5387,-75.9466
18980,"Non-compliant",nc,PA,40.2742,-75.0205
63025,"Non-compliant",nc,MO,38.5128,-90.6306
46799,"Non-compliant",nc,IN,40.9188,-85.2824
17324,"Non-compliant",nc,PA,40.0428,-77.1877
88436,"Non-compliant",nc,NM,36.2260,-103.1449
32082,"Out of Coverage",ooc,FL,30.1223,-81.3627
47660,"Non-compliant",nc,IN,38.3361,-87.3519
76936,"Out of Coverage",ooc,TX,30.8667,-100.5889
32311,"Out of Coverage",ooc,FL,30.4156,-84.1870
88126,"Non-compliant",nc,NM,33.8362,-103.3355
38829,"Non-compliant",nc,MS,34.6694,-88.5443
54467,"Non-compliant",nc,WI,44.4507,-89.5428
80306,"Non-compliant",nc,CO,40.1022,-105.3847
33020,"Out of Coverage",ooc,FL,26.0161,-80.1517
04428,"Non-compliant",nc,ME,44.7917,-68.5777
98925,"Non-compliant",nc,WA,47.2330,-121.1772
11003,"Non-compliant",nc,NY,40.6976,-73.7049
17578,"Non-compliant",nc,PA,40.2194,-76.1626
58718,"Non-compliant",nc,ND,48.3064,-101.6866
25119,"Non-compliant",nc,WV,38.0407,-81.2701
47590,"Non-compliant",nc,IN,38.3680,-87.0990
19404,"Non-compliant",nc,PA,40.2119,-75.3559
55020,"Non-compliant",nc,MN,44.5647,-93.3269
25567,"Non-compliant",nc,WV,38.2312,-81.9115
85708,"Out of Coverage",ooc,AZ,32.1800,-110.8693
14869,"Non-compliant",nc,NY,42.3609,-76.7717
29632,"Out of Coverage",ooc,SC,34.6834,-82.8374
08234,"Out of Coverage",ooc,NJ,39.3741,-74.6118
71227,"Non-compliant",nc,LA,32.5556,-92.5224
23086,"Non-compliant",nc,VA,37.7202,-77.0998
08514,"Out of Coverage",ooc,NJ,40.1399,-74.4650
58651,"Non-compliant",nc,ND,46.1664,-103.7079
26847,"Non-compliant",nc,WV,38.9908,-79.1293
03846,"Non-compliant",nc,NH,44.1670,-71.1878
01376,"Non-compliant",nc,MA,42.5954,-72.5557
16673,"Non-compliant",nc,PA,40.3277,-78.3928
49246,"Non-compliant",nc,MI,42.1191,-84.4976
44862,"Out of Coverage",ooc,OH,40.7729,-82.5321
78377,"Out of Coverage",ooc,TX,28.3169,-97.2767
53596,"Non-compliant",nc,WI,43.1924,-89.2629
56297,"Non-compliant",nc,MN,44.6379,-95.5409
10704,"Non-compliant",nc,NY,40.9176,-73.8593
17354,"Non-compliant",nc,PA,39.8246,-76.8993
37721,"Out of Coverage",ooc,TN,36.1200,-83.8130
04957,"Non-compliant",nc,ME,44.6899,-69.8306
52552,"Non-compliant",nc,IA,40.8253,-92.5051
11944,"Non-compliant",nc,NY,41.1039,-72.3674
76597,"Out of Coverage",ooc,TX,31.3902,-97.7993
84660,"Non-compliant",nc,UT,40.1099,-111.6462
11430,"Non-compliant",nc,NY,40.6472,-73.7827
43767,"Out of Coverage",ooc,OH,39.9934,-81.8024
45837,"Out of Coverage",ooc,OH,41.0463,-84.3195
50127,"Non-compliant",nc,IA,41.7771,-93.2058
42265,"Out of Coverage",ooc,KY,36.7595,-86.9804
98421,"Non-compliant",nc,WA,47.2664,-122.4015
88012,"Non-compliant",nc,NM,32.5835,-106.7714
52057,"Non-compliant",nc,IA,42.4834,-91.4490
38631,"Non-compliant",nc,MS,34.3668,-90.6376
81621,"Non-compliant",nc,CO,39.3535,-106.9988
23056,"Non-compliant",nc,VA,37.4529,-76.3849
04923,"Non-compliant",nc,ME,45.0513,-69.4419
83801,"Non-compliant",nc,ID,47.9267,-116.7318
82716,"Non-compliant",nc,WY,44.2820,-105.4974
63368,"Non-compliant",nc,MO,38.7513,-90.7296
46725,"Non-compliant",nc,IN,41.1619,-85.4737
57274,"Non-compliant",nc,SD,45.3151,-97.5254
70466,"Non-compliant",nc,LA,30.5668,-90.4820
05603,"Non-compliant",nc,VT,44.2601,-72.5754
62765,"Out of Coverage",ooc,IL,39.8017,-89.6437
29657,"Out of Coverage",ooc,SC,34.7872,-82.6974
73960,"Out of Coverage",ooc,TX,36.5055,-101.7829
17835,"Non-compliant",nc,PA,40.8831,-77.1986
72365,"Non-compliant",nc,AR,35.5349,-90.4194
62723,"Out of Coverage",ooc,IL,39.7495,-89.6060
07442,"Out of Coverage",ooc,NJ,40.9993,-74.2876
06851,"Out of Coverage",ooc,CT,41.1323,-73.4058
14173,"Non-compliant",nc,NY,42.5247,-78.4755
32062,"Out of Coverage",ooc,FL,30.1509,-82.9662
81007,"Non-compliant",nc,CO,38.3870,-104.7792
99615,"Non-compliant",nc,AK,57.6036,-153.3751
48519,"Non-compliant",nc,MI,42.9859,-83.6135
24018,"Non-compliant",nc,VA,37.2503,-80.0525
40619,"Out of Coverage",ooc,KY,38.2341,-84.8748
65586,"Non-compliant",nc,MO,37.8585,-91.4267
21050,"Non-compliant",nc,MD,39.5755,-76.4008
10802,"Non-compliant",nc,NY,40.9115,-73.7824
86333,"Out of Coverage",ooc,AZ,34.3655,-112.1296
59046,"Non-compliant",nc,MT,46.3291,-108.9959
87031,"Non-compliant",nc,NM,34.7806,-106.7115
37356,"Out of Coverage",ooc,TN,35.2402,-85.8228
45302,"Out of Coverage",ooc,OH,40.4051,-84.2103
16534,"Non-compliant",nc,PA,42.1292,-80.0851
62233,"Out of Coverage",ooc,IL,37.9188,-89.8218
77473,"Out of Coverage",ooc,TX,29.8019,-96.1014
37917,"Out of Coverage",ooc,TN,35.9980,-83.9152
41745,"Out of Coverage",ooc,KY,37.3353,-83.4347
57466,"Non-compliant",nc,SD,45.1965,-99.4551
03825,"Non-compliant",nc,NH,43.2027,-71.0377
31078,"Out of Coverage",ooc,GA,32.7222,-84.0451
63624,"Non-compliant",nc,MO,37.7539,-90.5984
51572,"Non-compliant",nc,IA,41.9942,-95.7825
50845,"Non-compliant",nc,IA,40.8226,-94.3552
72530,"Non-compliant",nc,AR,35.6616,-91.9398
14522,"Non-compliant",nc,NY,43.0622,-77.2218
45772,"Out of Coverage",ooc,OH,39.1490,-81.7924
11364,"Non-compliant",nc,NY,40.7428,-73.7588
49343,"Non-compliant",nc,MI,43.2981,-85.5367
15823,"Non-compliant",nc,PA,41.2822,-78.7128
06525,"Out of Coverage",ooc,CT,41.3082,-72.9282
01537,"Non-compliant",nc,MA,42.1655,-71.8860
05822,"Non-compliant",nc,VT,44.7395,-72.1600
04768,"Non-compliant",nc,ME,46.7753,-68.4877
87554,"Non-compliant",nc,NM,36.5084,-106.0106
31089,"Out of Coverage",ooc,GA,32.9063,-82.8400
33499,"Out of Coverage",ooc,FL,26.3587,-80.0831
55970,"Non-compliant",nc,MN,43.6036,-92.8319
42722,"Out of Coverage",ooc,KY,37.2696,-85.7203
98336,"Non-compliant",nc,WA,46.5283,-122.0990
61701,"Out of Coverage",ooc,IL,40.4783,-88.9893
71049,"Non-compliant",nc,LA,31.9943,-93.9627
25303,"Non-compliant",nc,WV,38.3684,-81.6996
83864,"Non-compliant",nc,ID,48.3120,-116.5332
75148,"Out of Coverage",ooc,TX,32.1705,-96.0060
28403,"Out of Coverage",ooc,NC,34.2237,-77.8862
38827,"Non-compliant",nc,MS,34.5102,-88.2309
39367,"Non-compliant",nc,MS,31.6754,-88.6782
55092,"Non-compliant",nc,MN,45.3364,-92.9675
29356,"Out of Coverage",ooc,SC,35.1565,-82.2115
47562,"Non-compliant",nc,IN,38.8187,-86.9752
44813,"Out of Coverage",ooc,OH,40.6136,-82.5175
84313,"Non-compliant",nc,UT,41.7094,-113.8833
41736,"Out of Coverage",ooc,KY,37.3758,-83.2419
28462,"Out of Coverage",ooc,NC,34.0231,-78.2884
46635,"Non-compliant",nc,IN,41.7168,-86.2078
97526,"Non-compliant",nc,OR,42.4638,-123.3457
68863,"Non-compliant",nc,NE,40.7519,-99.5278
98364,"Non-compliant",nc,WA,47.8543,-122.5838
82712,"Non-compliant",nc,WY,44.5436,-104.0745
36727,"Non-compliant",nc,AL,31.9213,-88.0080
47848,"Non-compliant",nc,IN,39.0691,-87.2599
07763,"Out of Coverage",ooc,NJ,40.2796,-74.3343
28332,"Out of Coverage",ooc,NC,34.6568,-78.7264
28637,"Out of Coverage",ooc,NC,35.7180,-81.4194
57426,"Non-compliant",nc,SD,45.7325,-98.4965
49327,"Non-compliant",nc,MI,43.3392,-85.8368
45673,"Out of Coverage",ooc,OH,39.2039,-82.8120
24050,"Non-compliant",nc,VA,37.5551,-79.7862
42088,"Out of Coverage",ooc,KY,36.6253,-88.7394
51358,"Non-compliant",nc,IA,43.1448,-94.8842
21779,"Non-compliant",nc,MD,39.4431,-77.6580
88588,"Out of Coverage",ooc,TX,31.6948,-106.3000
12139,"Non-compliant",nc,NY,43.4481,-74.5263
43341,"Out of Coverage",ooc,OH,40.6073,-83.3224
73075,"Non-compliant",nc,OK,34.7385,-97.2195
17023,"Non-compliant",nc,PA,40.5550,-76.8355
86323,"Out of Coverage",ooc,AZ,34.7757,-112.4731
55336,"Non-compliant",nc,MN,44.7780,-94.1616
16201,"Non-compliant",nc,PA,40.8155,-79.5107
29913,"Out of Coverage",ooc,SC,32.9166,-81.0773
82715,"Non-compliant",nc,WY,44.0775,-104.1383
04637,"Non-compliant",nc,ME,45.1795,-67.7744
05859,"Non-compliant",nc,VT,44.9378,-72.4334
48115,"Non-compliant",nc,MI,42.1602,-83.9117
22940,"Non-compliant",nc,VA,38.1944,-78.5849
12085,"Non-compliant",nc,NY,42.7020,-73.9662
06770,"Out of Coverage",ooc,CT,41.4920,-73.0493
27860,"Out of Coverage",ooc,NC,35.6201,-76.6988
24502,"Non-compliant",nc,VA,37.3825,-79.2181
61601,"Out of Coverage",ooc,IL,40.6931,-89.5898
69221,"Non-compliant",nc,NE,42.6264,-100.2872
23514,"Non-compliant",nc,VA,36.8468,-76.2852
46041,"Non-compliant",nc,IN,40.3044,-86.4689
47969,"Non-compliant",nc,IN,40.2035,-87.1470
70160,"Non-compliant",nc,LA,29.9546,-90.0751
55309,"Non-compliant",nc,MN,45.3506,-93.7399
49250,"Non-compliant",nc,MI,41.9798,-84.6451
97844,"Non-compliant",nc,OR,45.8877,-119.5070
43032,"Out of Coverage",ooc,OH,40.3286,-82.9588
80830,"Non-compliant",nc,CO,39.1320,-103.9132
58466,"Non-compliant",nc,ND,46.5514,-98.3690
79344,"Out of Coverage",ooc,TX,33.8487,-102.8985
46903,"Non-compliant",nc,IN,40.4696,-86.1189
79905,"Out of Coverage",ooc,TX,31.7674,-106.4304
46301,"Non-compliant",nc,IN,41.6925,-86.9775
99552,"Non-compliant",nc,AK,60.9122,-161.2139
16054,"Non-compliant",nc,PA,41.1617,-79.6528
16217,"Non-compliant",nc,PA,41.3384,-79.1971
24014,"Non-compliant",nc,VA,37.2327,-79.9463
61132,"Out of Coverage",ooc,IL,42.3254,-89.1705
24562,"Non-compliant",nc,VA,37.7511,-78.6313
41426,"Out of Coverage",ooc,KY,37.7843,-83.0109
21723,"Non-compliant",nc,MD,39.3211,-77.0051
70159,"Non-compliant",nc,LA,29.9546,-90.0751
67524,"Non-compliant",nc,KS,38.3635,-98.3556
98821,"Non-compliant",nc,WA,47.5412,-120.5609
13317,"Non-compliant",nc,NY,42.8671,-74.5956
62716,"Out of Coverage",ooc,IL,39.8482,-89.5364
69170,"Non-compliant",nc,NE,40.7988,-100.7119
31321,"Out of Coverage",ooc,GA,32.1812,-81.6656
27640,"Out of Coverage",ooc,NC,35.7977,-78.6253
32130,"Out of Coverage",ooc,FL,29.1166,-81.3488
40359,"Out of Coverage",ooc,KY,38.4986,-84.8086
38455,"Out of Coverage",ooc,TN,35.0523,-86.8886
04473,"Non-compliant",nc,ME,44.8865,-68.7172
52805,"Non-compliant",nc,IA,41.6130,-90.6063
61565,"Out of Coverage",ooc,IL,41.0134,-89.4571
26342,"Non-compliant",nc,WV,39.0301,-80.8498
52772,"Non-compliant",nc,IA,41.7563,-91.1362
74362,"Non-compliant",nc,OK,36.2925,-95.2228
54749,"Non-compliant",nc,WI,44.9545,-92.0752
75449,"Out of Coverage",ooc,TX,33.4245,-95.9455
99154,"Non-compliant",nc,WA,47.3897,-118.3659
12870,"Non-compliant",nc,NY,43.8412,-73.7674
29910,"Out of Coverage",ooc,SC,32.2513,-80.8721
58274,"Non-compliant",nc,ND,47.5015,-97.3843
23701,"Non-compliant",nc,VA,36.8089,-76.3671
57468,"Non-compliant",nc,SD,45.4960,-97.8128
26219,"Non-compliant",nc,WV,38.8993,-80.2269
16947,"Non-compliant",nc,PA,41.7781,-76.7711
12831,"Non-compliant",nc,NY,43.1803,-73.7053
64624,"Non-compliant",nc,MO,39.5915,-93.7887
29828,"Out of Coverage",ooc,SC,33.5182,-81.8277
18848,"Non-compliant",nc,PA,41.7638,-76.4645
41528,"Out of Coverage",ooc,KY,37.5512,-82.1434
65261,"Non-compliant",nc,MO,39.4794,-92.9302
43802,"Out of Coverage",ooc,OH,40.0793,-81.8718
30545,"Out of Coverage",ooc,GA,34.6866,-83.7399
56264,"Non-compliant",nc,MN,44.5587,-95.9767
24293,"Non-compliant",nc,VA,36.9750,-82.5947
85122,"Out of Coverage",ooc,AZ,32.8905,-111.7540
75762,"Out of Coverage",ooc,TX,32.2079,-95.3948
40445,"Out of Coverage",ooc,KY,37.3074,-84.2318
47629,"Non-compliant",nc,IN,38.0624,-87.2452
29018,"Out of Coverage",ooc,SC,33.3475,-80.6709
85937,"Out of Coverage",ooc,AZ,34.4959,-110.0807
16625,"Non-compliant",nc,PA,40.2821,-78.5083
43926,"Out of Coverage",ooc,OH,40.5092,-80.6241
59059,"Non-compliant",nc,MT,46.5186,-108.0912
04730,"Non-compliant",nc,ME,46.1189,-67.8630
72301,"Non-compliant",nc,AR,35.1484,-90.1779
52041,"Non-compliant",nc,IA,42.5001,-91.2597
83352,"Non-compliant",nc,ID,42.9474,-114.3822
75643,"Out of Coverage",ooc,TX,32.0334,-94.3800
31765,"Out of Coverage",ooc,GA,31.0625,-84.0824
27127,"Out of Coverage",ooc,NC,36.0425,-80.2609
37078,"Out of Coverage",ooc,TN,35.9240,-87.8105
50458,"Non-compliant",nc,IA,43.1479,-93.0002
34949,"Out of Coverage",ooc,FL,27.3896,-80.2615
77550,"Out of Coverage",ooc,TX,29.2983,-94.7930
52042,"Non-compliant",nc,IA,42.6541,-91.3950
64654,"Non-compliant",nc,MO,39.8489,-93.7774
41144,"Out of Coverage",ooc,KY,38.5368,-82.9191
33605,"Out of Coverage",ooc,FL,27.9671,-82.4334
30276,"Out of Coverage",ooc,GA,33.2845,-84.5918
15236,"Non-compliant",nc,PA,40.3351,-79.9832
16659,"Non-compliant",nc,PA,40.1609,-78.3750
58418,"Non-compliant",nc,ND,47.4343,-99.7015
77982,"Out of Coverage",ooc,TX,28.4483,-96.4058
97108,"Non-compliant",nc,OR,45.2767,-123.8234
82244,"Non-compliant",nc,WY,41.9120,-104.3535
47558,"Non-compliant",nc,IN,38.6521,-87.0476
50703,"Non-compliant",nc,IA,42.5149,-92.3269
81125,"Non-compliant",nc,CO,37.7343,-106.0906
15001,"Non-compliant",nc,PA,40.5921,-80.3197
58524,"Non-compliant",nc,ND,46.5603,-100.1075
31011,"Out of Coverage",ooc,GA,32.1046,-83.0646
84537,"Non-compliant",nc,UT,39.2302,-111.0518
44221,"Out of Coverage",ooc,OH,41.1401,-81.4790
71443,"Non-compliant",nc,LA,31.3374,-93.1657
79766,"Out of Coverage",ooc,TX,31.7827,-102.3449
12458,"Non-compliant",nc,NY,41.7590,-74.3804
65661,"Non-compliant",nc,MO,37.4197,-93.8407
07945,"Out of Coverage",ooc,NJ,40.7789,-74.6000
79543,"Out of Coverage",ooc,TX,32.7220,-100.4008
16132,"Non-compliant",nc,PA,41.0113,-80.4975
62886,"Out of Coverage",ooc,IL,38.3923,-88.5306
57455,"Non-compliant",nc,SD,45.0123,-99.7366
22748,"Non-compliant",nc,VA,38.3557,-78.3475
29133,"Out of Coverage",ooc,SC,33.3703,-80.8331
48662,"Non-compliant",nc,MI,43.3962,-84.4243
64723,"Non-compliant",nc,MO,38.3954,-94.5763
88433,"Non-compliant",nc,NM,34.9167,-103.7782
36027,"Non-compliant",nc,AL,31.9051,-85.1656
37110,"Out of Coverage",ooc,TN,35.6834,-85.7700
73726,"Non-compliant",nc,OK,36.5842,-98.4578
81055,"Non-compliant",nc,CO,37.5117,-105.0575
28661,"Out of Coverage",ooc,NC,35.9973,-81.5626
62274,"Out of Coverage",ooc,IL,38.0903,-89.3858
52771,"Non-compliant",nc,IA,41.9991,-90.2187
24167,"Non-compliant",nc,VA,37.2491,-80.7344
50531,"Non-compliant",nc,IA,43.4664,-94.6242
11553,"Non-compliant",nc,NY,40.7020,-73.5920
46528,"Non-compliant",nc,IN,41.6248,-85.8391
79346,"Out of Coverage",ooc,TX,33.7251,-102.7594
56332,"Non-compliant",nc,MN,45.9847,-95.5066
10982,"Non-compliant",nc,NY,41.1112,-74.0999
27876,"Out of Coverage",ooc,NC,36.4886,-77.4113
13403,"Non-compliant",nc,NY,43.1639,-75.2783
27268,"Out of Coverage",ooc,NC,35.9698,-79.9936
33132,"Out of Coverage",ooc,FL,25.7867,-80.1800
28675,"Out of Coverage",ooc,NC,36.5089,-81.1384
21920,"Non-compliant",nc,MD,39.6580,-75.8282
64855,"Non-compliant",nc,MO,37.2717,-94.4865
10509,"Non-compliant",nc,NY,41.4097,-73.5992
66970,"Non-compliant",nc,KS,39.9350,-98.0350
57075,"Non-compliant",nc,SD,43.9852,-96.9615
39571,"Non-compliant",nc,MS,30.3989,-89.2843
77420,"Out of Coverage",ooc,TX,29.2529,-95.9740
74801,"Non-compliant",nc,OK,35.2958,-96.9601
45325,"Out of Coverage",ooc,OH,39.6867,-84.4205
87544,"Non-compliant",nc,NM,35.8663,-106.2676
10505,"Non-compliant",nc,NY,41.3421,-73.7454
67485,"Non-compliant",nc,KS,39.3436,-98.4644
14898,"Non-compliant",nc,NY,42.0736,-77.4203
74760,"Non-compliant",nc,OK,34.1508,-95.3771
52585,"Non-compliant",nc,IA,41.1939,-91.9739
89046,"Out of Coverage",ooc,NV,35.5132,-114.8866
85646,"Out of Coverage",ooc,AZ,31.6126,-111.0459
30140,"Out of Coverage",ooc,GA,33.8823,-85.2349
98902,"Non-compliant",nc,WA,46.5934,-120.5311
84403,"Non-compliant",nc,UT,41.1894,-111.9489
60921,"Out of Coverage",ooc,IL,40.7484,-88.2937
43934,"Out of Coverage",ooc,OH,40.0756,-80.7901
80841,"Non-compliant",nc,CO,39.0896,-103.8188
06131,"Out of Coverage",ooc,CT,41.7918,-72.7188
58474,"Non-compliant",nc,ND,46.1095,-98.2257
52754,"Non-compliant",nc,IA,41.2930,-91.2040
47639,"Non-compliant",nc,IN,38.1895,-87.5798
48911,"Non-compliant",nc,MI,42.6797,-84.5772
29160,"Out of Coverage",ooc,SC,33.7339,-81.0933
38746,"Non-compliant",nc,MS,33.9439,-90.9319
18405,"Non-compliant",nc,PA,41.6034,-75.1165
53183,"Non-compliant",nc,WI,43.0088,-88.3787
16832,"Non-compliant",nc,PA,40.8383,-77.4509
74843,"Non-compliant",nc,OK,34.6615,-96.7745
63057,"Non-compliant",nc,MO,38.3419,-90.4082
72523,"Non-compliant",nc,AR,35.6414,-91.8333
24360,"Non-compliant",nc,VA,36.9056,-80.9244
54460,"Non-compliant",nc,WI,44.9578,-90.5469
15435,"Non-compliant",nc,PA,39.9434,-79.8495
33905,"Out of Coverage",ooc,FL,26.6693,-81.7605
57719,"Non-compliant",nc,SD,44.1199,-103.0682
27010,"Out of Coverage",ooc,NC,36.1830,-80.3387
20687,"Non-compliant",nc,MD,38.0828,-76.3477
72764,"Non-compliant",nc,AR,36.1716,-94.0428
59641,"Non-compliant",nc,MT,46.2069,-111.6344
61310,"Out of Coverage",ooc,IL,41.7042,-89.3472
89026,"Out of Coverage",ooc,NV,35.7789,-115.3239
79453,"Out of Coverage",ooc,TX,33.5779,-101.8552
81221,"Non-compliant",nc,CO,38.3611,-105.1483
01434,"Non-compliant",nc,MA,42.5385,-71.6115
62834,"Out of Coverage",ooc,IL,37.9762,-88.1202
43154,"Out of Coverage",ooc,OH,39.6067,-82.8193
25235,"Non-compliant",nc,WV,38.6686,-81.0944
55798,"Non-compliant",nc,MN,46.6691,-93.0069
56381,"Non-compliant",nc,MN,45.5926,-95.5421
19890,"Non-compliant",nc,DE,39.5645,-75.5970
59625,"Non-compliant",nc,MT,46.6018,-112.0413
61060,"Out of Coverage",ooc,IL,42.4728,-89.6448
50623,"Non-compliant",nc,IA,42.5253,-92.2207
26537,"Non-compliant",nc,WV,39.4819,-79.7063
14101,"Non-compliant",nc,NY,42.4083,-78.5059
48912,"Non-compliant",nc,MI,42.7371,-84.5244
12515,"Non-compliant",nc,NY,41.6749,-74.0557
12872,"Non-compliant",nc,NY,43.8759,-73.7304
74860,"Non-compliant",nc,OK,35.5182,-96.5719
83118,"Non-compliant",nc,WY,43.0443,-111.0085
67364,"Non-compliant",nc,KS,37.0370,-95.8237
37371,"Out of Coverage",ooc,TN,35.4429,-84.5930
41386,"Out of Coverage",ooc,KY,37.3986,-83.7049
31730,"Out of Coverage",ooc,GA,31.2199,-84.2297
16699,"Non-compliant",nc,PA,40.4845,-78.7022
61709,"Out of Coverage",ooc,IL,40.4614,-88.9530
71286,"Non-compliant",nc,LA,32.6705,-91.2288
99032,"Non-compliant",nc,WA,47.3247,-117.9897
67334,"Non-compliant",nc,KS,37.0262,-96.1783
36321,"Non-compliant",nc,AL,31.2025,-85.3014
58275,"Non-compliant",nc,ND,47.7068,-97.2092
15018,"Non-compliant",nc,PA,40.2773,-79.7992
68730,"Non-compliant",nc,NE,42.7370,-97.5406
45814,"Out of Coverage",ooc,OH,40.8761,-83.6685
52631,"Non-compliant",nc,IA,40.7700,-91.6138
54978,"Non-compliant",nc,WI,44.7960,-88.8984
13752,"Non-compliant",nc,NY,42.2884,-75.1051
47878,"Non-compliant",nc,IN,39.4928,-87.2665
32683,"Out of Coverage",ooc,FL,29.3109,-82.7945
23422,"Non-compliant",nc,VA,37.6304,-75.8135
29726,"Out of Coverage",ooc,SC,34.8677,-81.2368
14735,"Non-compliant",nc,NY,42.4508,-78.1043
57735,"Non-compliant",nc,SD,43.2874,-103.8110
08019,"Out of Coverage",ooc,NJ,39.8019,-74.5256
58239,"Non-compliant",nc,ND,48.9594,-98.7237
06444,"Out of Coverage",ooc,CT,41.5637,-72.9257
57328,"Non-compliant",nc,SD,43.4213,-98.3564
78261,"Out of Coverage",ooc,TX,29.7055,-98.4191
63950,"Non-compliant",nc,MO,37.1196,-90.4450
71368,"Non-compliant",nc,LA,31.8507,-91.6807
30554,"Out of Coverage",ooc,GA,34.3876,-83.6663
50214,"Non-compliant",nc,IA,41.4518,-93.0348
31409,"Out of Coverage",ooc,GA,32.0093,-81.1570
27872,"Out of Coverage",ooc,NC,36.1950,-77.2602
31543,"Out of Coverage",ooc,GA,31.3199,-81.9596
