zip,market,tier
40292,Louisville,exp
40293,Louisville,exp
40294,Louisville,exp
40295,Louisville,exp
40296,Louisville,exp
40297,Louisville,exp
40298,Louisville,exp
40299,Louisville,exp
62002,St. Louis,exp
62024,St. Louis,exp
62025,St. Louis,exp
62026,St. Louis,exp
62034,St. Louis,exp
62040,St. Louis,exp
62048,St. Louis,exp
62059,St. Louis,exp
62060,St. Louis,exp
62062,St. Louis,exp
62071,St. Louis,exp
62084,St. Louis,exp
62087,St. Louis,exp
62090,St. Louis,exp
62095,St. Louis,exp
62201,St. Louis,exp
62202,St. Louis,exp
62203,St. Louis,exp
62204,St. Louis,exp
62205,St. Louis,exp
62206,St. Louis,exp
62207,St. Louis,exp
62208,St. Louis,exp
62220,St. Louis,exp
62221,St. Louis,exp
62222,St. Louis,exp
62223,St. Louis,exp
62226,St. Louis,exp
62232,St. Louis,exp
62234,St. Louis,exp
62236,St. Louis,exp
62239,St. Louis,exp
62240,St. Louis,exp
62260,St. Louis,exp
62269,St. Louis,exp
62285,St. Louis,exp
37501,Memphis,exp
37544,Memphis,exp
38016,Memphis,exp
38017,Memphis,exp
38018,Memphis,exp
38027,Memphis,exp
38028,Memphis,exp
38029,Memphis,exp
38083,Memphis,exp
38088,Memphis,exp
38101,Memphis,exp
38103,Memphis,exp
38104,Memphis,exp
38105,Memphis,exp
38106,Memphis,exp
38107,Memphis,exp
38108,Memphis,exp
38109,Memphis,exp
38111,Memphis,exp
38112,Memphis,exp
38113,Memphis,exp
38114,Memphis,exp
38115,Memphis,exp
38116,Memphis,exp
38117,Memphis,exp
38118,Memphis,exp
38119,Memphis,exp
38120,Memphis,exp
38122,Memphis,exp
38124,Memphis,exp
38125,Memphis,exp
38126,Memphis,exp
38128,Memphis,exp
38130,Memphis,exp
38131,Memphis,exp
38132,Memphis,exp
38133,Memphis,exp
38134,Memphis,exp
38135,Memphis,exp
38136,Memphis,exp
38137,Memphis,exp
38138,Memphis,exp
38139,Memphis,exp
38141,Memphis,exp
38145,Memphis,exp
38148,Memphis,exp
38150,Memphis,exp
38151,Memphis,exp
38152,Memphis,exp
38157,Memphis,exp
38159,Memphis,exp
38161,Memphis,exp
38163,Memphis,exp
38166,Memphis,exp
38167,Memphis,exp
38168,Memphis,exp
38173,Memphis,exp
38174,Memphis,exp
38175,Memphis,exp
38177,Memphis,exp
38181,Memphis,exp
38182,Memphis,exp
38183,Memphis,exp
38184,Memphis,exp
38186,Memphis,exp
38187,Memphis,exp
38188,Memphis,exp
38190,Memphis,exp
38193,Memphis,exp
38194,Memphis,exp
38197,Memphis,exp
41101,Huntington,exp
41102,Huntington,exp
41105,Huntington,exp
41114,Huntington,exp
41121,Huntington,exp
41129,Huntington,exp
41139,Huntington,exp
41168,Huntington,exp
41169,Huntington,exp
41183,Huntington,exp
45619,Huntington,exp
45623,Huntington,exp
45638,Huntington,exp
45645,Huntington,exp
45659,Huntington,exp
45669,Huntington,exp
45675,Huntington,exp
45678,Huntington,exp
45680,Huntington,exp
45696,Huntington,exp
20374,Washington DC,exp
20376,Washington DC,exp
20388,Washington DC,exp
20391,Washington DC,exp
20398,Washington DC,exp
