zip,market,tier
20417,Washington DC,core
20418,Washington DC,core
20419,Washington DC,core
20420,Washington DC,core
20421,Washington DC,core
20422,Washington DC,core
20423,Washington DC,core
20424,Washington DC,core
20425,Washington DC,core
20426,Washington DC,core
20427,Washington DC,core
20428,Washington DC,core
20429,Washington DC,core
20431,Washington DC,core
20433,Washington DC,core
20434,Washington DC,core
20435,Washington DC,core
20436,Washington DC,core
20437,Washington DC,core
20439,Washington DC,core
20440,Washington DC,core
20441,Washington DC,core
20442,Washington DC,core
20444,Washington DC,core
20447,Washington DC,core
20451,Washington DC,core
20453,Washington DC,core
20456,Washington DC,core
20460,Washington DC,core
20463,Washington DC,core
20468,Washington DC,core
20469,Washington DC,core
20470,Washington DC,core
20472,Washington DC,core
20500,Washington DC,core
20501,Washington DC,core
20502,Washington DC,core
20503,Washington DC,core
20504,Washington DC,core
20505,Washington DC,core
20506,Washington DC,core
20507,Washington DC,core
20508,Washington DC,core
20509,Washington DC,core
20510,Washington DC,core
20511,Washington DC,core
20515,Washington DC,core
20520,Washington DC,core
20521,Washington DC,core
20522,Washington DC,core
20523,Washington DC,core
20524,Washington DC,core
20525,Washington DC,core
20526,Washington DC,core
20527,Washington DC,core
20528,Washington DC,core
20529,Washington DC,core
20530,Washington DC,core
20531,Washington DC,core
20533,Washington DC,core
20534,Washington DC,core
20535,Washington DC,core
20536,Washington DC,core
20537,Washington DC,core
20538,Washington DC,core
20539,Washington DC,core
20540,Washington DC,core
20541,Washington DC,core
20542,Washington DC,core
20543,Washington DC,core
20544,Washington DC,core
20546,Washington DC,core
20547,Washington DC,core
20548,Washington DC,core
20549,Washington DC,core
20551,Washington DC,core
20552,Washington DC,core
20553,Washington DC,core
20554,Washington DC,core
20555,Washington DC,core
20557,Washington DC,core
20559,Washington DC,core
20560,Washington DC,core
20565,Washington DC,core
20566,Washington DC,core
20570,Washington DC,core
20571,Washington DC,core
20572,Washington DC,core
20573,Washington DC,core
20575,Washington DC,core
20576,Washington DC,core
20577,Washington DC,core
20578,Washington DC,core
20579,Washington DC,core
20580,Washington DC,core
20581,Washington DC,core
20585,Washington DC,core
20586,Washington DC,core
20590,Washington DC,core
20591,Washington DC,core
20593,Washington DC,core
20594,Washington DC,core
20597,Washington DC,core
20599,Washington DC,core
56901,Washington DC,core
56915,Washington DC,core
56920,Washington DC,core
56933,Washington DC,core
56944,Washington DC,core
56972,Washington DC,core
28012,Charlotte,core
28075,Charlotte,core
28078,Charlotte,core
28105,Charlotte,core
28120,Charlotte,core
28126,Charlotte,core
28130,Charlotte,core
28134,Charlotte,core
28201,Charlotte,core
28202,Charlotte,core
28203,Charlotte,core
28204,Charlotte,core
28205,Charlotte,core
28206,Charlotte,core
28207,Charlotte,core
28208,Charlotte,core
28209,Charlotte,core
28210,Charlotte,core
28211,Charlotte,core
28212,Charlotte,core
28213,Charlotte,core
28214,Charlotte,core
28215,Charlotte,core
28216,Charlotte,core
28217,Charlotte,core
28218,Charlotte,core
28219,Charlotte,core
28220,Charlotte,core
28221,Charlotte,core
28222,Charlotte,core
28223,Charlotte,core
28224,Charlotte,core
28226,Charlotte,core
28227,Charlotte,core
28228,Charlotte,core
28229,Charlotte,core
28230,Charlotte,core
28231,Charlotte,core
28232,Charlotte,core
28233,Charlotte,core
28234,Charlotte,core
28235,Charlotte,core
28236,Charlotte,core
28237,Charlotte,core
28241,Charlotte,core
28242,Charlotte,core
28243,Charlotte,core
28244,Charlotte,core
28246,Charlotte,core
28247,Charlotte,core
28250,Charlotte,core
28253,Charlotte,core
28254,Charlotte,core
28255,Charlotte,core
28256,Charlotte,core
28258,Charlotte,core
28260,Charlotte,core
28262,Charlotte,core
28263,Charlotte,core
28265,Charlotte,core
28266,Charlotte,core
28269,Charlotte,core
28270,Charlotte,core
28272,Charlotte,core
28273,Charlotte,core
28274,Charlotte,core
28275,Charlotte,core
28277,Charlotte,core
28278,Charlotte,core
28280,Charlotte,core
28281,Charlotte,core
28282,Charlotte,core
28284,Charlotte,core
28285,Charlotte,core
28287,Charlotte,core
28288,Charlotte,core
28289,Charlotte,core
28290,Charlotte,core
28296,Charlotte,core
28297,Charlotte,core
28299,Charlotte,core
29707,Charlotte,core
29708,Charlotte,core
29715,Charlotte,core
28006,Charlotte,adj
28025,Charlotte,adj
28026,Charlotte,adj
28027,Charlotte,adj
28031,Charlotte,adj
28032,Charlotte,adj
28034,Charlotte,adj
28036,Charlotte,adj
28037,Charlotte,adj
28054,Charlotte,adj
28056,Charlotte,adj
28070,Charlotte,adj
28079,Charlotte,adj
28080,Charlotte,adj
28081,Charlotte,adj
28083,Charlotte,adj
28098,Charlotte,adj
28101,Charlotte,adj
28104,Charlotte,adj
28106,Charlotte,adj
28107,Charlotte,adj
28110,Charlotte,adj
28163,Charlotte,adj
28164,Charlotte,adj
28173,Charlotte,adj
28271,Charlotte,adj
29710,Charlotte,adj
29716,Charlotte,adj
29720,Charlotte,adj
29730,Charlotte,adj
29731,Charlotte,adj
29732,Charlotte,adj
29733,Charlotte,adj
29734,Charlotte,adj
29745,Charlotte,adj
32701,Orlando,core
32703,Orlando,core
32704,Orlando,core
32707,Orlando,core
32708,Orlando,core
32710,Orlando,core
32714,Orlando,core
32715,Orlando,core
32716,Orlando,core
32718,Orlando,core
32719,Orlando,core
32730,Orlando,core
32733,Orlando,core
32750,Orlando,core
32751,Orlando,core
32752,Orlando,core
32762,Orlando,core
32765,Orlando,core
32768,Orlando,core
32779,Orlando,core
32789,Orlando,core
32790,Orlando,core
32791,Orlando,core
32792,Orlando,core
32793,Orlando,core
32794,Orlando,core
32801,Orlando,core
32802,Orlando,core
32803,Orlando,core
32804,Orlando,core
32805,Orlando,core
32806,Orlando,core
32807,Orlando,core
32808,Orlando,core
32809,Orlando,core
32810,Orlando,core
32811,Orlando,core
32812,Orlando,core
32814,Orlando,core
32816,Orlando,core
32817,Orlando,core
32818,Orlando,core
32819,Orlando,core
32820,Orlando,core
32821,Orlando,core
32822,Orlando,core
32824,Orlando,core
32825,Orlando,core
32826,Orlando,core
32827,Orlando,core
32828,Orlando,core
32829,Orlando,core
32830,Orlando,core
32831,Orlando,core
32832,Orlando,core
32834,Orlando,core
32835,Orlando,core
32836,Orlando,core
32837,Orlando,core
32839,Orlando,core
32853,Orlando,core
32854,Orlando,core
32855,Orlando,core
32856,Orlando,core
32857,Orlando,core
32858,Orlando,core
32859,Orlando,core
32860,Orlando,core
32861,Orlando,core
32862,Orlando,core
32867,Orlando,core
32868,Orlando,core
32869,Orlando,core
32872,Orlando,core
32877,Orlando,core
32878,Orlando,core
32885,Orlando,core
32886,Orlando,core
32887,Orlando,core
32891,Orlando,core
32896,Orlando,core
32897,Orlando,core
34734,Orlando,core
34741,Orlando,core
34743,Orlando,core
34744,Orlando,core
34760,Orlando,core
34761,Orlando,core
34777,Orlando,core
34778,Orlando,core
34786,Orlando,core
34787,Orlando,core
32709,Orlando,adj
32712,Orlando,adj
32732,Orlando,adj
32745,Orlando,adj
32746,Orlando,adj
32757,Orlando,adj
32766,Orlando,adj
32771,Orlando,adj
32772,Orlando,adj
32773,Orlando,adj
32776,Orlando,adj
32777,Orlando,adj
32778,Orlando,adj
32795,Orlando,adj
32798,Orlando,adj
32799,Orlando,adj
32833,Orlando,adj
33848,Orlando,adj
33868,Orlando,adj
33896,Orlando,adj
33897,Orlando,adj
34705,Orlando,adj
34711,Orlando,adj
34713,Orlando,adj
34714,Orlando,adj
34715,Orlando,adj
34729,Orlando,adj
34740,Orlando,adj
34742,Orlando,adj
34745,Orlando,adj
34746,Orlando,adj
34747,Orlando,adj
34756,Orlando,adj
34758,Orlando,adj
34769,Orlando,adj
34770,Orlando,adj
34771,Orlando,adj
34772,Orlando,adj
32747,Orlando,exp
85001,Phoenix,core
85002,Phoenix,core
85003,Phoenix,core
85004,Phoenix,core
85005,Phoenix,core
85006,Phoenix,core
85007,Phoenix,core
85008,Phoenix,core
85009,Phoenix,core
85010,Phoenix,core
85011,Phoenix,core
85012,Phoenix,core
85013,Phoenix,core
85014,Phoenix,core
85015,Phoenix,core
85016,Phoenix,core
85017,Phoenix,core
85018,Phoenix,core
85019,Phoenix,core
85020,Phoenix,core
85021,Phoenix,core
85022,Phoenix,core
85023,Phoenix,core
85024,Phoenix,core
85025,Phoenix,core
85026,Phoenix,core
85027,Phoenix,core
85028,Phoenix,core
85029,Phoenix,core
85030,Phoenix,core
85031,Phoenix,core
85032,Phoenix,core
85033,Phoenix,core
85034,Phoenix,core
85035,Phoenix,core
85036,Phoenix,core
85037,Phoenix,core
85038,Phoenix,core
85040,Phoenix,core
85041,Phoenix,core
85042,Phoenix,core
85043,Phoenix,core
85044,Phoenix,core
85045,Phoenix,core
85046,Phoenix,core
85048,Phoenix,core
85051,Phoenix,core
85053,Phoenix,core
85060,Phoenix,core
85061,Phoenix,core
85062,Phoenix,core
85063,Phoenix,core
85064,Phoenix,core
85065,Phoenix,core
85066,Phoenix,core
85067,Phoenix,core
85068,Phoenix,core
85069,Phoenix,core
85070,Phoenix,core
85071,Phoenix,core
85072,Phoenix,core
85073,Phoenix,core
85074,Phoenix,core
85075,Phoenix,core
85078,Phoenix,core
85079,Phoenix,core
85080,Phoenix,core
85082,Phoenix,core
85097,Phoenix,core
85098,Phoenix,core
85250,Phoenix,core
85251,Phoenix,core
85252,Phoenix,core
85253,Phoenix,core
85254,Phoenix,core
85257,Phoenix,core
85258,Phoenix,core
85260,Phoenix,core
85261,Phoenix,core
85271,Phoenix,core
85280,Phoenix,core
85281,Phoenix,core
85282,Phoenix,core
85283,Phoenix,core
85301,Phoenix,core
85302,Phoenix,core
85303,Phoenix,core
85304,Phoenix,core
85305,Phoenix,core
85306,Phoenix,core
85307,Phoenix,core
85308,Phoenix,core
85311,Phoenix,core
85318,Phoenix,core
85323,Phoenix,core
85335,Phoenix,core
85339,Phoenix,core
85345,Phoenix,core
85351,Phoenix,core
85353,Phoenix,core
85363,Phoenix,core
85373,Phoenix,core
85378,Phoenix,core
85380,Phoenix,core
85381,Phoenix,core
85382,Phoenix,core
85385,Phoenix,core
85392,Phoenix,core
85039,Phoenix,adj
85050,Phoenix,adj
85054,Phoenix,adj
85076,Phoenix,adj
85083,Phoenix,adj
85085,Phoenix,adj
85086,Phoenix,adj
85138,Phoenix,adj
85201,Phoenix,adj
85202,Phoenix,adj
85203,Phoenix,adj
85204,Phoenix,adj
85210,Phoenix,adj
85211,Phoenix,adj
85215,Phoenix,adj
85224,Phoenix,adj
85225,Phoenix,adj
85226,Phoenix,adj
85233,Phoenix,adj
85246,Phoenix,adj
85248,Phoenix,adj
85255,Phoenix,adj
85256,Phoenix,adj
85259,Phoenix,adj
85266,Phoenix,adj
85267,Phoenix,adj
85274,Phoenix,adj
85284,Phoenix,adj
85285,Phoenix,adj
85286,Phoenix,adj
85287,Phoenix,adj
85309,Phoenix,adj
85310,Phoenix,adj
85312,Phoenix,adj
85326,Phoenix,adj
85329,Phoenix,adj
85331,Phoenix,adj
85338,Phoenix,adj
85340,Phoenix,adj
85355,Phoenix,adj
85372,Phoenix,adj
85374,Phoenix,adj
85375,Phoenix,adj
85376,Phoenix,adj
85379,Phoenix,adj
85383,Phoenix,adj
85387,Phoenix,adj
85388,Phoenix,adj
85395,Phoenix,adj
85396,Phoenix,adj
85205,Phoenix,exp
85206,Phoenix,exp
85207,Phoenix,exp
85208,Phoenix,exp
85213,Phoenix,exp
85214,Phoenix,exp
85216,Phoenix,exp
85234,Phoenix,exp
85244,Phoenix,exp
85264,Phoenix,exp
85268,Phoenix,exp
85269,Phoenix,exp
85275,Phoenix,exp
85277,Phoenix,exp
85295,Phoenix,exp
85296,Phoenix,exp
85299,Phoenix,exp
08012,Logan Township,exp
08014,Logan Township,exp
08020,Logan Township,exp
08023,Logan Township,exp
08025,Logan Township,exp
08027,Logan Township,exp
08028,Logan Township,exp
08030,Logan Township,exp
08031,Logan Township,exp
08039,Logan Township,exp
08051,Logan Township,exp
08056,Logan Township,exp
08061,Logan Township,exp
08062,Logan Township,exp
08063,Logan Township,exp
08066,Logan Township,exp
08067,Logan Township,exp
08069,Logan Township,exp
08070,Logan Township,exp
08071,Logan Township,exp
08074,Logan Township,exp
08079,Logan Township,exp
08080,Logan Township,exp
08085,Logan Township,exp
08086,Logan Township,exp
08090,Logan Township,exp
08093,Logan Township,exp
08096,Logan Township,exp
08097,Logan Township,exp
08098,Logan Township,exp
08318,Logan Township,exp
08343,Logan Township,exp
07726,Dayton,exp
08502,Dayton,exp
08504,Dayton,exp
08512,Dayton,exp
08520,Dayton,exp
08528,Dayton,exp
08535,Dayton,exp
08536,Dayton,exp
08540,Dayton,exp
08542,Dayton,exp
08543,Dayton,exp
08544,Dayton,exp
08550,Dayton,exp
08553,Dayton,exp
08558,Dayton,exp
08561,Dayton,exp
08691,Dayton,exp
08810,Dayton,exp
08816,Dayton,exp
08823,Dayton,exp
08824,Dayton,exp
08828,Dayton,exp
08831,Dayton,exp
08850,Dayton,exp
08852,Dayton,exp
08855,Dayton,exp
08857,Dayton,exp
08871,Dayton,exp
08873,Dayton,exp
08875,Dayton,exp
08882,Dayton,exp
08884,Dayton,exp
08901,Dayton,exp
08902,Dayton,exp
08903,Dayton,exp
08904,Dayton,exp
08933,Dayton,exp
06473,North Haven,exp
06510,North Haven,exp
06511,North Haven,exp
06512,North Haven,exp
06513,North Haven,exp
06514,North Haven,exp
06515,North Haven,exp
06516,North Haven,exp
06517,North Haven,exp
06518,North Haven,exp
06519,North Haven,exp
90001,Los Angeles,exp
90002,Los Angeles,exp
90003,Los Angeles,exp
90004,Los Angeles,exp
90005,Los Angeles,exp
90006,Los Angeles,exp
90007,Los Angeles,exp
90008,Los Angeles,exp
90010,Los Angeles,exp
90011,Los Angeles,exp
90012,Los Angeles,exp
90013,Los Angeles,exp
90014,Los Angeles,exp
90015,Los Angeles,exp
90016,Los Angeles,exp
90017,Los Angeles,exp
90018,Los Angeles,exp
90019,Los Angeles,exp
90020,Los Angeles,exp
90021,Los Angeles,exp
90022,Los Angeles,exp
90023,Los Angeles,exp
90024,Los Angeles,exp
90025,Los Angeles,exp
90026,Los Angeles,exp
90027,Los Angeles,exp
90028,Los Angeles,exp
90029,Los Angeles,exp
90031,Los Angeles,exp
90032,Los Angeles,exp
90033,Los Angeles,exp
90034,Los Angeles,exp
90035,Los Angeles,exp
90036,Los Angeles,exp
90037,Los Angeles,exp
90038,Los Angeles,exp
90039,Los Angeles,exp
90040,Los Angeles,exp
90041,Los Angeles,exp
90042,Los Angeles,exp
90043,Los Angeles,exp
90044,Los Angeles,exp
90045,Los Angeles,exp
90046,Los Angeles,exp
90047,Los Angeles,exp
90048,Los Angeles,exp
90049,Los Angeles,exp
90056,Los Angeles,exp
90057,Los Angeles,exp
90058,Los Angeles,exp
90059,Los Angeles,exp
90061,Los Angeles,exp
90062,Los Angeles,exp
90063,Los Angeles,exp
90064,Los Angeles,exp
90065,Los Angeles,exp
90066,Los Angeles,exp
90067,Los Angeles,exp
90068,Los Angeles,exp
90069,Los Angeles,exp
90071,Los Angeles,exp
90077,Los Angeles,exp
90089,Los Angeles,exp
90094,Los Angeles,exp
90095,Los Angeles,exp
90201,Los Angeles,exp
90210,Los Angeles,exp
90211,Los Angeles,exp
90212,Los Angeles,exp
90230,Los Angeles,exp
90232,Los Angeles,exp
90247,Los Angeles,exp
90248,Los Angeles,exp
90249,Los Angeles,exp
90250,Los Angeles,exp
90254,Los Angeles,exp
90260,Los Angeles,exp
90262,Los Angeles,exp
90266,Los Angeles,exp
90270,Los Angeles,exp
90274,Los Angeles,exp
90275,Los Angeles,exp
90277,Los Angeles,exp
90278,Los Angeles,exp
90280,Los Angeles,exp
90293,Los Angeles,exp
90301,Los Angeles,exp
90302,Los Angeles,exp
90303,Los Angeles,exp
90304,Los Angeles,exp
90305,Los Angeles,exp
90401,Los Angeles,exp
90402,Los Angeles,exp
90403,Los Angeles,exp
90404,Los Angeles,exp
90405,Los Angeles,exp
90501,Los Angeles,exp
90502,Los Angeles,exp
90503,Los Angeles,exp
90504,Los Angeles,exp
90505,Los Angeles,exp
90601,Los Angeles,exp
90602,Los Angeles,exp
90603,Los Angeles,exp
90604,Los Angeles,exp
90605,Los Angeles,exp
90606,Los Angeles,exp
90620,Los Angeles,exp
90621,Los Angeles,exp
90630,Los Angeles,exp
90640,Los Angeles,exp
90650,Los Angeles,exp
90660,Los Angeles,exp
90670,Los Angeles,exp
90680,Los Angeles,exp
90701,Los Angeles,exp
90703,Los Angeles,exp
90706,Los Angeles,exp
90710,Los Angeles,exp
90717,Los Angeles,exp
90723,Los Angeles,exp
90744,Los Angeles,exp
90745,Los Angeles,exp
90746,Los Angeles,exp
90805,Los Angeles,exp
90806,Los Angeles,exp
90807,Los Angeles,exp
90810,Los Angeles,exp
91001,Los Angeles,exp
91006,Los Angeles,exp
91007,Los Angeles,exp
91030,Los Angeles,exp
91101,Los Angeles,exp
91102,Los Angeles,exp
91103,Los Angeles,exp
91104,Los Angeles,exp
91105,Los Angeles,exp
91106,Los Angeles,exp
91107,Los Angeles,exp
91201,Los Angeles,exp
91202,Los Angeles,exp
91203,Los Angeles,exp
91204,Los Angeles,exp
91205,Los Angeles,exp
91206,Los Angeles,exp
91207,Los Angeles,exp
91304,Los Angeles,exp
91306,Los Angeles,exp
91311,Los Angeles,exp
91316,Los Angeles,exp
91324,Los Angeles,exp
91325,Los Angeles,exp
91326,Los Angeles,exp
91331,Los Angeles,exp
91340,Los Angeles,exp
91341,Los Angeles,exp
91343,Los Angeles,exp
91344,Los Angeles,exp
91345,Los Angeles,exp
91346,Los Angeles,exp
91352,Los Angeles,exp
91356,Los Angeles,exp
91364,Los Angeles,exp
91367,Los Angeles,exp
91401,Los Angeles,exp
91402,Los Angeles,exp
91403,Los Angeles,exp
91404,Los Angeles,exp
91405,Los Angeles,exp
91406,Los Angeles,exp
91407,Los Angeles,exp
91411,Los Angeles,exp
91423,Los Angeles,exp
91436,Los Angeles,exp
91501,Los Angeles,exp
91502,Los Angeles,exp
91503,Los Angeles,exp
91504,Los Angeles,exp
91505,Los Angeles,exp
91506,Los Angeles,exp
91601,Los Angeles,exp
91602,Los Angeles,exp
91603,Los Angeles,exp
91604,Los Angeles,exp
91605,Los Angeles,exp
91606,Los Angeles,exp
91607,Los Angeles,exp
91608,Los Angeles,exp
91702,Los Angeles,exp
91706,Los Angeles,exp
91722,Los Angeles,exp
91723,Los Angeles,exp
91724,Los Angeles,exp
91731,Los Angeles,exp
91732,Los Angeles,exp
91733,Los Angeles,exp
91744,Los Angeles,exp
91745,Los Angeles,exp
91746,Los Angeles,exp
91754,Los Angeles,exp
91770,Los Angeles,exp
91771,Los Angeles,exp
91772,Los Angeles,exp
91775,Los Angeles,exp
91776,Los Angeles,exp
91801,Los Angeles,exp
91802,Los Angeles,exp
91803,Los Angeles,exp
78002,San Antonio,exp
78039,San Antonio,exp
78054,San Antonio,exp
78069,San Antonio,exp
78073,San Antonio,exp
78101,San Antonio,exp
78109,San Antonio,exp
78112,San Antonio,exp
78148,San Antonio,exp
78152,San Antonio,exp
78154,San Antonio,exp
78201,San Antonio,exp
78202,San Antonio,exp
78203,San Antonio,exp
78204,San Antonio,exp
78205,San Antonio,exp
78206,San Antonio,exp
78207,San Antonio,exp
78208,San Antonio,exp
78209,San Antonio,exp
78210,San Antonio,exp
78211,San Antonio,exp
78212,San Antonio,exp
78213,San Antonio,exp
78214,San Antonio,exp
78215,San Antonio,exp
78216,San Antonio,exp
78217,San Antonio,exp
78218,San Antonio,exp
78219,San Antonio,exp
78220,San Antonio,exp
78221,San Antonio,exp
78222,San Antonio,exp
78223,San Antonio,exp
78224,San Antonio,exp
78225,San Antonio,exp
78226,San Antonio,exp
78227,San Antonio,exp
78228,San Antonio,exp
78229,San Antonio,exp
78230,San Antonio,exp
78231,San Antonio,exp
78232,San Antonio,exp
78233,San Antonio,exp
78234,San Antonio,exp
78235,San Antonio,exp
78236,San Antonio,exp
78237,San Antonio,exp
78238,San Antonio,exp
78239,San Antonio,exp
78240,San Antonio,exp
78241,San Antonio,exp
78242,San Antonio,exp
78243,San Antonio,exp
78244,San Antonio,exp
78245,San Antonio,exp
78246,San Antonio,exp
78247,San Antonio,exp
78248,San Antonio,exp
78249,San Antonio,exp
78250,San Antonio,exp
78251,San Antonio,exp
78252,San Antonio,exp
78253,San Antonio,exp
78254,San Antonio,exp
78256,San Antonio,exp
78257,San Antonio,exp
78258,San Antonio,exp
78259,San Antonio,exp
78263,San Antonio,exp
78264,San Antonio,exp
78265,San Antonio,exp
78268,San Antonio,exp
78269,San Antonio,exp
78270,San Antonio,exp
78278,San Antonio,exp
78279,San Antonio,exp
78280,San Antonio,exp
78283,San Antonio,exp
78284,San Antonio,exp
78285,San Antonio,exp
78288,San Antonio,exp
78289,San Antonio,exp
78291,San Antonio,exp
78292,San Antonio,exp
78293,San Antonio,exp
78294,San Antonio,exp
78295,San Antonio,exp
78296,San Antonio,exp
78297,San Antonio,exp
78298,San Antonio,exp
78299,San Antonio,exp
07001,Northern NJ,exp
07002,Northern NJ,exp
07003,Northern NJ,exp
07004,Northern NJ,exp
07005,Northern NJ,exp
07006,Northern NJ,exp
07007,Northern NJ,exp
07008,Northern NJ,exp
07009,Northern NJ,exp
07010,Northern NJ,exp
07011,Northern NJ,exp
07012,Northern NJ,exp
07013,Northern NJ,exp
07014,Northern NJ,exp
07015,Northern NJ,exp
07016,Northern NJ,exp
07017,Northern NJ,exp
07018,Northern NJ,exp
07019,Northern NJ,exp
07020,Northern NJ,exp
07021,Northern NJ,exp
07022,Northern NJ,exp
07023,Northern NJ,exp
07024,Northern NJ,exp
07027,Northern NJ,exp
07028,Northern NJ,exp
07029,Northern NJ,exp
07030,Northern NJ,exp
07031,Northern NJ,exp
07032,Northern NJ,exp
07033,Northern NJ,exp
07034,Northern NJ,exp
07035,Northern NJ,exp
07036,Northern NJ,exp
07039,Northern NJ,exp
07040,Northern NJ,exp
07041,Northern NJ,exp
07042,Northern NJ,exp
07043,Northern NJ,exp
07044,Northern NJ,exp
07045,Northern NJ,exp
07046,Northern NJ,exp
07047,Northern NJ,exp
07050,Northern NJ,exp
07051,Northern NJ,exp
07052,Northern NJ,exp
07054,Northern NJ,exp
07057,Northern NJ,exp
07058,Northern NJ,exp
07059,Northern NJ,exp
07060,Northern NJ,exp
07061,Northern NJ,exp
07062,Northern NJ,exp
07063,Northern NJ,exp
07064,Northern NJ,exp
07065,Northern NJ,exp
07066,Northern NJ,exp
07067,Northern NJ,exp
07068,Northern NJ,exp
07069,Northern NJ,exp
07070,Northern NJ,exp
07071,Northern NJ,exp
07072,Northern NJ,exp
07073,Northern NJ,exp
07074,Northern NJ,exp
07075,Northern NJ,exp
07076,Northern NJ,exp
07077,Northern NJ,exp
07078,Northern NJ,exp
07079,Northern NJ,exp
07080,Northern NJ,exp
07081,Northern NJ,exp
07082,Northern NJ,exp
07083,Northern NJ,exp
07086,Northern NJ,exp
07087,Northern NJ,exp
07088,Northern NJ,exp
07090,Northern NJ,exp
07091,Northern NJ,exp
07092,Northern NJ,exp
07093,Northern NJ,exp
07094,Northern NJ,exp
07095,Northern NJ,exp
07096,Northern NJ,exp
07097,Northern NJ,exp
07099,Northern NJ,exp
07101,Northern NJ,exp
07102,Northern NJ,exp
07103,Northern NJ,exp
07104,Northern NJ,exp
07105,Northern NJ,exp
07106,Northern NJ,exp
07107,Northern NJ,exp
07108,Northern NJ,exp
07109,Northern NJ,exp
07110,Northern NJ,exp
07111,Northern NJ,exp
07112,Northern NJ,exp
07114,Northern NJ,exp
07175,Northern NJ,exp
07201,Northern NJ,exp
07202,Northern NJ,exp
07203,Northern NJ,exp
07204,Northern NJ,exp
07205,Northern NJ,exp
07206,Northern NJ,exp
07207,Northern NJ,exp
07208,Northern NJ,exp
07302,Northern NJ,exp
07303,Northern NJ,exp
07304,Northern NJ,exp
07305,Northern NJ,exp
07306,Northern NJ,exp
07307,Northern NJ,exp
07308,Northern NJ,exp
07310,Northern NJ,exp
07311,Northern NJ,exp
07395,Northern NJ,exp
07399,Northern NJ,exp
07440,Northern NJ,exp
07444,Northern NJ,exp
07470,Northern NJ,exp
07474,Northern NJ,exp
07501,Northern NJ,exp
07502,Northern NJ,exp
07503,Northern NJ,exp
07505,Northern NJ,exp
07508,Northern NJ,exp
07509,Northern NJ,exp
07510,Northern NJ,exp
07512,Northern NJ,exp
07513,Northern NJ,exp
07522,Northern NJ,exp
07524,Northern NJ,exp
07538,Northern NJ,exp
07601,Northern NJ,exp
07602,Northern NJ,exp
07603,Northern NJ,exp
07604,Northern NJ,exp
07605,Northern NJ,exp
07606,Northern NJ,exp
07608,Northern NJ,exp
07631,Northern NJ,exp
07632,Northern NJ,exp
07643,Northern NJ,exp
07644,Northern NJ,exp
07650,Northern NJ,exp
07657,Northern NJ,exp
07660,Northern NJ,exp
07666,Northern NJ,exp
07699,Northern NJ,exp
07721,Northern NJ,exp
07734,Northern NJ,exp
07735,Northern NJ,exp
07834,Northern NJ,exp
07901,Northern NJ,exp
07902,Northern NJ,exp
07920,Northern NJ,exp
07922,Northern NJ,exp
07924,Northern NJ,exp
07927,Northern NJ,exp
07928,Northern NJ,exp
07932,Northern NJ,exp
07933,Northern NJ,exp
07935,Northern NJ,exp
07936,Northern NJ,exp
07939,Northern NJ,exp
07940,Northern NJ,exp
07946,Northern NJ,exp
07950,Northern NJ,exp
07960,Northern NJ,exp
07961,Northern NJ,exp
07963,Northern NJ,exp
07974,Northern NJ,exp
07976,Northern NJ,exp
07980,Northern NJ,exp
07981,Northern NJ,exp
08619,Northern NJ,exp
08812,Northern NJ,exp
08817,Northern NJ,exp
08820,Northern NJ,exp
08830,Northern NJ,exp
08832,Northern NJ,exp
08837,Northern NJ,exp
08840,Northern NJ,exp
08846,Northern NJ,exp
08854,Northern NJ,exp
08859,Northern NJ,exp
08861,Northern NJ,exp
08863,Northern NJ,exp
08872,Northern NJ,exp
08879,Northern NJ,exp
08899,Northern NJ,exp
40010,Louisville,exp
40014,Louisville,exp
40018,Louisville,exp
40023,Louisville,exp
40025,Louisville,exp
40026,Louisville,exp
40027,Louisville,exp
40031,Louisville,exp
40032,Louisville,exp
40041,Louisville,exp
40047,Louisville,exp
40056,Louisville,exp
40059,Louisville,exp
40077,Louisville,exp
40109,Louisville,exp
40118,Louisville,exp
40129,Louisville,exp
40165,Louisville,exp
40166,Louisville,exp
40177,Louisville,exp
40201,Louisville,exp
40202,Louisville,exp
40203,Louisville,exp
40204,Louisville,exp
40205,Louisville,exp
40206,Louisville,exp
40207,Louisville,exp
40208,Louisville,exp
40209,Louisville,exp
40210,Louisville,exp
40211,Louisville,exp
40212,Louisville,exp
40213,Louisville,exp
40214,Louisville,exp
40215,Louisville,exp
40216,Louisville,exp
40217,Louisville,exp
40218,Louisville,exp
40219,Louisville,exp
40220,Louisville,exp
40221,Louisville,exp
40222,Louisville,exp
40223,Louisville,exp
40224,Louisville,exp
40225,Louisville,exp
40228,Louisville,exp
40229,Louisville,exp
40231,Louisville,exp
40232,Louisville,exp
40233,Louisville,exp
40241,Louisville,exp
40242,Louisville,exp
40243,Louisville,exp
40245,Louisville,exp
40250,Louisville,exp
40251,Louisville,exp
40252,Louisville,exp
40253,Louisville,exp
40255,Louisville,exp
40256,Louisville,exp
40257,Louisville,exp
40258,Louisville,exp
40259,Louisville,exp
40261,Louisville,exp
40266,Louisville,exp
40268,Louisville,exp
40269,Louisville,exp
40270,Louisville,exp
40272,Louisville,exp
40280,Louisville,exp
40281,Louisville,exp
40282,Louisville,exp
40283,Louisville,exp
40285,Louisville,exp
40287,Louisville,exp
40289,Louisville,exp
40290,Louisville,exp
40291,Louisville,exp
